sequence,kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages,filename,relative_path,downloaded_url,downloaded_source,content_type,bytes,sha256,status,error
348,decorative_item,Office table,办公室桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/office-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/officetable.webp,office-table,Furniture,,officetable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,348-office-table.png,assets/pokopia_image_sources/decorative_item_portraits/348-office-table.png,https://pokopiadex.com/images/items/crafting_ui/office-table.png,pokopiadex_items,image/png,106920,b0d5d8fb2d2ef80d4c0e3a0589ee5ec487f25635572c38db614e7d16940c88f5,ok,
349,decorative_item,Oil lantern,,Utilities,Decoration,pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/oil-lantern.png,pokopiadex_items,,oil-lantern,Utilities,Decoration,,,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,349-oil-lantern.png,assets/pokopia_image_sources/decorative_item_portraits/349-oil-lantern.png,https://pokopiadex.com/images/items/item_ui/oil-lantern.png,pokopiadex_items,image/png,118603,e849555e72def91c3704806f7f27df7c711f18a8a7c3948d510c74953a284b62,ok,
350,decorative_item,Open book,翻开的书,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/open-book.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/openbook.webp,open-book,Misc.,Toy,openbook,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,350-open-book.png,assets/pokopia_image_sources/decorative_item_portraits/350-open-book.png,https://pokopiadex.com/images/items/item_ui/open-book.png,pokopiadex_items,image/png,29642,86a41a2897c4b14b3c85ef7e7baa91ed81c6840a31947a851b7c200e693fd250,ok,
351,decorative_item,Orange meteor lamp,橙色流星灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/orange-meteor-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/orangemeteorlamp.webp,orange-meteor-lamp,Utilities,Decoration,orangemeteorlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,351-orange-meteor-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/351-orange-meteor-lamp.png,https://pokopiadex.com/images/items/item_ui/orange-meteor-lamp.png,pokopiadex_items,image/png,30461,24e95c8cb3154fb639fe7184da8f690f3aca606b260354d221a72586d4bbe69d,ok,
352,decorative_item,Ordinary sand,普通沙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/ordinary-sand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/ordinarysand.webp,ordinary-sand,Blocks,,ordinarysand,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,352-ordinary-sand.png,assets/pokopia_image_sources/decorative_item_portraits/352-ordinary-sand.png,https://pokopiadex.com/images/items/item_ui/ordinary-sand.png,pokopiadex_items,image/png,22337,24d6e900bb54205aea10c53f1ddfa2b8b2a21ea8de60c62db8bf9223c6eaf2ed,ok,
353,decorative_item,Ordinary soil,普通泥土,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/ordinary-soil.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/ordinarysoil.webp,ordinary-soil,Blocks,,ordinarysoil,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,353-ordinary-soil.png,assets/pokopia_image_sources/decorative_item_portraits/353-ordinary-soil.png,https://pokopiadex.com/images/items/item_ui/ordinary-soil.png,pokopiadex_items,image/png,81806,f882f50d465ed70b233d14b8ff52c902ace50b2b4a3c2589a383fbf1ec2067d9,ok,
354,decorative_item,Painted wall,彩绘墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/painted-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/paintedwall.webp,painted-wall,Blocks,,paintedwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,354-painted-wall.png,assets/pokopia_image_sources/decorative_item_portraits/354-painted-wall.png,https://pokopiadex.com/images/items/item_ui/painted-wall.png,pokopiadex_items,image/png,27765,2ec57bd3818d3b413d6c1a0f013aac3a1e35bc5397a1db9c0086abbfc1c693e7,ok,
355,decorative_item,Painting (landscape),画（风景）,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/painting-landscape.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/painting%28landscape%29.webp,painting-landscape,Outdoor,Decoration,painting(landscape),Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,355-painting-landscape.png,assets/pokopia_image_sources/decorative_item_portraits/355-painting-landscape.png,https://pokopiadex.com/images/items/item_ui/painting-landscape.png,pokopiadex_items,image/png,29326,4e5f414b749a36a00fe82feafeaabb1b13286c0e94b4de6cc4859586b927cada,ok,
356,decorative_item,Painting (portrait),画（肖像）,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/painting-portrait.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/painting%28portrait%29.webp,painting-portrait,Outdoor,Decoration,painting(portrait),Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,356-painting-portrait.png,assets/pokopia_image_sources/decorative_item_portraits/356-painting-portrait.png,https://pokopiadex.com/images/items/item_ui/painting-portrait.png,pokopiadex_items,image/png,26642,eb35852d2046b027895eb0ed0224ec1e5ef305dd9894721071bd61e78c777735,ok,
357,decorative_item,Painting (still life),画（静物）,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/painting-still-life.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/painting%28stilllife%29.webp,painting-still-life,Outdoor,Decoration,painting(stilllife),Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,357-painting-still-life.png,assets/pokopia_image_sources/decorative_item_portraits/357-painting-still-life.png,https://pokopiadex.com/images/items/item_ui/painting-still-life.png,pokopiadex_items,image/png,35432,cfa598648e12034843a4b4ca6ecb145fbff1c154d85be35016d32e238b1f0aa3,ok,
358,decorative_item,Paper party cups,派对纸杯,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/paper-party-cups.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/paperpartycups.webp,paper-party-cups,Misc.,Decoration,paperpartycups,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,358-paper-party-cups.png,assets/pokopia_image_sources/decorative_item_portraits/358-paper-party-cups.png,https://pokopiadex.com/images/items/shop_ui/paper-party-cups.png,pokopiadex_items,image/png,94906,4ccef23c11896a68db088ed05c8dd3894c571e28e6484bf8828ffe060882a41a,ok,
359,decorative_item,Papers,文件,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/papers.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/papers.webp,papers,Misc.,Toy,papers,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,359-papers.png,assets/pokopia_image_sources/decorative_item_portraits/359-papers.png,https://pokopiadex.com/images/items/item_ui/papers.png,pokopiadex_items,image/png,24820,ffcb8e5a79ff984490f19672ff905c35c57c015a4c4eb7b87a3586ba755d72d5,ok,
360,decorative_item,Party bunting,派对彩旗,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/party-bunting.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/partybunting.webp,party-bunting,Misc.,Decoration,partybunting,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,360-party-bunting.png,assets/pokopia_image_sources/decorative_item_portraits/360-party-bunting.png,https://pokopiadex.com/images/items/crafting_ui/party-bunting.png,pokopiadex_items,image/png,92516,ea47495e8ffe164f5a029a4b7763b86ca380c8dfae1ccb0f89047e487194c904,ok,
361,decorative_item,Patterned aged-stone wall,花纹风化石墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/patterned-aged-stone-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/patternedaged-stonewall.webp,patterned-aged-stone-wall,Blocks,,patternedaged-stonewall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,361-patterned-aged-stone-wall.png,assets/pokopia_image_sources/decorative_item_portraits/361-patterned-aged-stone-wall.png,https://pokopiadex.com/images/items/crafting_ui/patterned-aged-stone-wall.png,pokopiadex_items,image/png,145691,411008acd694436880b207a67c98100e50a4644c0aaf4f8b0ac6d936301f81f5,ok,
362,decorative_item,Pencil holder,笔筒,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/pencil-holder.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pencilholder.webp,pencil-holder,Misc.,Toy,pencilholder,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,362-pencil-holder.png,assets/pokopia_image_sources/decorative_item_portraits/362-pencil-holder.png,https://pokopiadex.com/images/items/item_ui/pencil-holder.png,pokopiadex_items,image/png,22423,ec508acf4ceb047d0e398c544fd091e2ac164dbf292cab81234ae63b9c82cb77,ok,
363,decorative_item,Photo cutout board,脸洞看板,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/photo-cutout-board.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/photocutoutboard.webp,photo-cutout-board,Outdoor,Toy,photocutoutboard,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,363-photo-cutout-board.png,assets/pokopia_image_sources/decorative_item_portraits/363-photo-cutout-board.png,https://pokopiadex.com/images/items/item_ui/photo-cutout-board.png,pokopiadex_items,image/png,144259,25220a11a8b59fbcfede3b8b43891d34e796928c7848141ad6563c8683250138,ok,
364,decorative_item,Photo frame,相框,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/photo-frame.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/photoframe.webp,photo-frame,Misc.,Decoration,photoframe,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,364-photo-frame.png,assets/pokopia_image_sources/decorative_item_portraits/364-photo-frame.png,https://pokopiadex.com/images/items/item_ui/photo-frame.png,pokopiadex_items,image/png,21666,16f62214473f8f0884143309226f7e6eb1485359b200834eaec506ea64ff6a12,ok,
365,decorative_item,Pikachu doll,皮卡丘玩偶,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/pikachu-doll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pikachudoll.webp,pikachu-doll,Misc.,Toy,pikachudoll,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,365-pikachu-doll.png,assets/pokopia_image_sources/decorative_item_portraits/365-pikachu-doll.png,https://pokopiadex.com/images/items/item_ui/pikachu-doll.png,pokopiadex_items,image/png,27808,afdde031502ac881a98c49b524ce221ed283c4f3e61d5000ece692bbdadc6e31,ok,
366,decorative_item,Pikachu sofa,皮卡丘沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/pikachu-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pikachusofa.webp,pikachu-sofa,Furniture,Relaxation,pikachusofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,366-pikachu-sofa.png,assets/pokopia_image_sources/decorative_item_portraits/366-pikachu-sofa.png,https://pokopiadex.com/images/items/item_ui/pikachu-sofa.png,pokopiadex_items,image/png,132115,34dae905c1947f4ac27f2c30278d37ed9b2ff47038406712e19484b71491229e,ok,
367,decorative_item,Pinwheels,风车,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/pinwheels.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pinwheels.webp,pinwheels,Misc.,Toy,pinwheels,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,367-pinwheels.png,assets/pokopia_image_sources/decorative_item_portraits/367-pinwheels.png,https://pokopiadex.com/images/items/crafting_ui/pinwheels.png,pokopiadex_items,image/png,164729,fbdaffe849a7ce15085f86bb9fbebc49d697c6f07e62c59b6b0dd93f9af9f815,ok,
368,decorative_item,Pitcher-plant pot,猪笼草盆栽,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/pitcher-plant-pot.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pitcher-plantpot.webp,pitcher-plant-pot,Misc.,Decoration,pitcher-plantpot,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,368-pitcher-plant-pot.png,assets/pokopia_image_sources/decorative_item_portraits/368-pitcher-plant-pot.png,https://pokopiadex.com/images/items/item_ui/pitcher-plant-pot.png,pokopiadex_items,image/png,105813,a602a5e0e6663ed3520a0c3a0c58ba7161dfb4a0ea3556a15ae2dbeecd8c194c,ok,
369,decorative_item,Pizza,披萨,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/pizza.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pizza.webp,pizza,Misc.,Decoration,pizza,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,369-pizza.png,assets/pokopia_image_sources/decorative_item_portraits/369-pizza.png,https://pokopiadex.com/images/items/item_ui/pizza.png,pokopiadex_items,image/png,30561,4604917610dc5e26f640e7a652fba2364f3ec4a5a4820c70ba0b3a9116f363d0,ok,
370,decorative_item,Plain bed,简易床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/plain-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainbed.webp,plain-bed,Furniture,Relaxation,plainbed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,370-plain-bed.png,assets/pokopia_image_sources/decorative_item_portraits/370-plain-bed.png,https://pokopiadex.com/images/items/crafting_ui/plain-bed.png,pokopiadex_items,image/png,106889,16fd360731b6790fbd85dc66bc75ac71953e0e5dff6398206180013a79a2508e,ok,
371,decorative_item,Plain chair,朴素椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/plain-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainchair.webp,plain-chair,Furniture,Relaxation,plainchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,371-plain-chair.png,assets/pokopia_image_sources/decorative_item_portraits/371-plain-chair.png,https://pokopiadex.com/images/items/crafting_ui/plain-chair.png,pokopiadex_items,image/png,111509,7dbdd668044e2d50de40535ea50edc5e0ed9d8bd02a97763819f8fc7a7c59b68,ok,
372,decorative_item,Plain chest,朴素木箱,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/plain-chest.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainchest.webp,plain-chest,Furniture,Decoration,plainchest,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,372-plain-chest.png,assets/pokopia_image_sources/decorative_item_portraits/372-plain-chest.png,https://pokopiadex.com/images/items/item_ui/plain-chest.png,pokopiadex_items,image/png,28536,c47a5c958e1cfd6f4a70189b4903a686aa4ee014c21579ec6e17f1ec35003053,ok,
373,decorative_item,Plain closet,朴素衣柜,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/plain-closet.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plaincloset.webp,plain-closet,Furniture,Decoration,plaincloset,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,373-plain-closet.png,assets/pokopia_image_sources/decorative_item_portraits/373-plain-closet.png,https://pokopiadex.com/images/items/crafting_ui/plain-closet.png,pokopiadex_items,image/png,141056,3f34db6dae065da052973e4410f374bb454ce2a93b10b5cc3a06e5f285c84ff2,ok,
374,decorative_item,Plain lamp,简约灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/plain-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainlamp.webp,plain-lamp,Utilities,Decoration,plainlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,374-plain-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/374-plain-lamp.png,https://pokopiadex.com/images/items/crafting_ui/plain-lamp.png,pokopiadex_items,image/png,100147,05810eaecfbaaa9163231dc685f3451022e5892bba7a620e7017d3055f668493,ok,
375,decorative_item,Plain sofa,朴素沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/plain-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainsofa.webp,plain-sofa,Furniture,Relaxation,plainsofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,375-plain-sofa.png,assets/pokopia_image_sources/decorative_item_portraits/375-plain-sofa.png,https://pokopiadex.com/images/items/crafting_ui/plain-sofa.png,pokopiadex_items,image/png,131298,867779e8a7af614143ed0cc8583d3acc575dbf3bce283f1c1d9e481bd72addf6,ok,
376,decorative_item,Plain stand,朴素展架,Furniture,Decoration,infipoke_category:furniture;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/plain-stand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainstand.webp,plain-stand,Furniture,Decoration,plainstand,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,376-plain-stand.png,assets/pokopia_image_sources/decorative_item_portraits/376-plain-stand.png,https://pokopiadex.com/images/items/shop_ui/plain-stand.png,pokopiadex_items,image/png,201459,df7e694316f062e013ea65bc50bf905b3af8a55d69587b7f23cc1220a125926c,ok,
377,decorative_item,Plain stool,朴素凳,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/plain-stool.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plainstool.webp,plain-stool,Furniture,Relaxation,plainstool,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,377-plain-stool.png,assets/pokopia_image_sources/decorative_item_portraits/377-plain-stool.png,https://pokopiadex.com/images/items/item_ui/plain-stool.png,pokopiadex_items,image/png,14986,b7671ced51bee84957bb7e008bbc23673831fd3e96d53a0759c49b9e3e425192,ok,
378,decorative_item,Plain table,朴素桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/plain-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plaintable.webp,plain-table,Furniture,,plaintable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,378-plain-table.png,assets/pokopia_image_sources/decorative_item_portraits/378-plain-table.png,https://pokopiadex.com/images/items/crafting_ui/plain-table.png,pokopiadex_items,image/png,117070,62a6cb44137c7ce190d0ac56e388b41eba3f573b7d4604bb4cd86b4e24c709eb,ok,
379,decorative_item,Plaster wall,灰泥墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/plaster-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/plasterwall.webp,plaster-wall,Blocks,,plasterwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,379-plaster-wall.png,assets/pokopia_image_sources/decorative_item_portraits/379-plaster-wall.png,https://pokopiadex.com/images/items/crafting_ui/plaster-wall.png,pokopiadex_items,image/png,100396,c49e63260b3375115829442bda2b6b55b2d8630ec4f8986b2f5fd274ae0b468a,ok,
380,decorative_item,Poké Ball Bed,精灵球床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/poke-ball-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballbed.webp,poke-ball-bed,Furniture,Relaxation,pokeballbed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,380-poke-ball-bed.png,assets/pokopia_image_sources/decorative_item_portraits/380-poke-ball-bed.png,https://pokopiadex.com/images/items/item_ui/poke-ball-bed.png,pokopiadex_items,image/png,25282,5786898bc66fdc1fcf2fcea46c20e0b345a55ab4ae287c6ffad3a2cab773c8ab,ok,
381,decorative_item,Poké Ball Chest,精灵球宝箱,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballchest.webp,poke-ball-chest,Furniture,Decoration,pokeballchest,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,381-poke-ball-chest.png,assets/pokopia_image_sources/decorative_item_portraits/381-poke-ball-chest.png,https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,pokopiadex_items,image/png,29546,65777a36ba19c980b9cdb2f2cdf9a25fd2fbcfb3717404425fabe660ccbbfc47,ok,
382,decorative_item,Poké Ball lamp,精灵球灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/poke-ball-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballlamp.webp,poke-ball-lamp,Utilities,Decoration,pokeballlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,382-poke-ball-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/382-poke-ball-lamp.png,https://pokopiadex.com/images/items/item_ui/poke-ball-lamp.png,pokopiadex_items,image/png,20212,f36c40014224b26463c9e0ebc98a04399fe5993537863a73c6ce039dbfe4dd68,ok,
383,decorative_item,Poké Ball light,精灵球灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/poke-ball-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballlight.webp,poke-ball-light,Utilities,Decoration,pokeballlight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,383-poke-ball-light.png,assets/pokopia_image_sources/decorative_item_portraits/383-poke-ball-light.png,https://pokopiadex.com/images/items/item_ui/poke-ball-light.png,pokopiadex_items,image/png,30701,a23b2e867d19a8e5e6662624d44d69047ab768c0bee9da7c7ced3ae09c2a6f3c,ok,
384,decorative_item,Poké Ball print,精灵球花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/poke-ball-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballprint.webp,poke-ball-print,Blocks,,pokeballprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,384-poke-ball-print.png,assets/pokopia_image_sources/decorative_item_portraits/384-poke-ball-print.png,https://pokopiadex.com/images/items/item_ui/poke-ball-print.png,pokopiadex_items,image/png,30810,2e91dfc9cf549cc02b3d8814349cc528bee2746312020ba1ba33871bed0856c4,ok,
385,decorative_item,Poké Ball Sofa,精灵球沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/poke-ball-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballsofa.webp,poke-ball-sofa,Furniture,Relaxation,pokeballsofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,385-poke-ball-sofa.png,assets/pokopia_image_sources/decorative_item_portraits/385-poke-ball-sofa.png,https://pokopiadex.com/images/items/item_ui/poke-ball-sofa.png,pokopiadex_items,image/png,25598,ecd8ba34a4aab432d120c7fd8881f6196719c2762773154853d3d09be7f6b80a,ok,
386,decorative_item,Poké Ball table,精灵球桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/poke-ball-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballtable.webp,poke-ball-table,Furniture,,pokeballtable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,386-poke-ball-table.png,assets/pokopia_image_sources/decorative_item_portraits/386-poke-ball-table.png,https://pokopiadex.com/images/items/item_ui/poke-ball-table.png,pokopiadex_items,image/png,19961,522364d3fe13e71a2dadba0ce20cec88736fadde4771793e3516abfb0716216a,ok,
387,decorative_item,Poké Ball Wall,精灵球墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/poke-ball-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokeballwall.webp,poke-ball-wall,Blocks,,pokeballwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,387-poke-ball-wall.png,assets/pokopia_image_sources/decorative_item_portraits/387-poke-ball-wall.png,https://pokopiadex.com/images/items/item_ui/poke-ball-wall.png,pokopiadex_items,image/png,25529,6c6ffab4be7515a32a93c653834d08926f18538ec6621bcd2c1f13c762e0265d,ok,
388,decorative_item,Pokémetal deposit,宝可金属矿石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/pokemetal-deposit.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokemetaldeposit.webp,pokemetal-deposit,Blocks,,pokemetaldeposit,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,388-pokemetal-deposit.png,assets/pokopia_image_sources/decorative_item_portraits/388-pokemetal-deposit.png,https://pokopiadex.com/images/items/item_ui/pokemetal-deposit.png,pokopiadex_items,image/png,40448,98d8058c170361d421f0eeb754e020c439c81c68d2dc8587686c3c2cfef51fd1,ok,
389,decorative_item,Pokémon Center counter,宝可梦中心柜台,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/pokemon-center-counter.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/pokemoncentercounter.webp,pokemon-center-counter,Furniture,,pokemoncentercounter,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,389-pokemon-center-counter.png,assets/pokopia_image_sources/decorative_item_portraits/389-pokemon-center-counter.png,https://pokopiadex.com/images/items/item_ui/pokemon-center-counter.png,pokopiadex_items,image/png,20072,7c3c053114c69beb64001baaeaa2e5da9b6233a5e4fc8432f9c6911a2c64fd2c,ok,
