sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0644,placeable_item,1887,Shutter,shutter,It has a Poké Ball design smack-dab in the middle and feels like it could be the entrance to a secret base.,Buildings,[],[],,in-collection,,buildings_order,22,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/shutter.png,[],https://pokopiadex.com/items/shutter,pokopiadex_items_in_collection,0644-shutter.png,assets/pokopia_image_sources/item_portraits/0644-shutter.png,https://pokopiadex.com/images/items/item_ui/shutter.png,image/png,19101,f7cabc5e889e84f68402b92b58370bf1b749886948cfcc80ce031420e04338ab,ok,
0645,placeable_item,389,Wooden gate,wooden-gate,This would make a great building entrance—and also work as part of a wooden fence.,Buildings,[],[],,in-collection,,buildings_order,23,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-gate.png,[],https://pokopiadex.com/items/wooden-gate,pokopiadex_items_in_collection,0645-wooden-gate.png,assets/pokopia_image_sources/item_portraits/0645-wooden-gate.png,https://pokopiadex.com/images/items/crafting_ui/wooden-gate.png,image/png,152601,56893d216b73cecccd72ae92810c496ff8867418726632a2bea463ee733e431f,ok,
0646,placeable_item,1171,Swinging doors,swinging-doors,Cafe-style double doors. Place them at an entryway and watch Pokémon come and go!,Buildings,[],[],,in-collection,,buildings_order,24,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/swinging-doors.png,[],https://pokopiadex.com/items/swinging-doors,pokopiadex_items_in_collection,0646-swinging-doors.png,assets/pokopia_image_sources/item_portraits/0646-swinging-doors.png,https://pokopiadex.com/images/items/crafting_ui/swinging-doors.png,image/png,146172,829bdf501887476c2ee96b923b104d381ebe8410118d730a383f8bc05388341c,ok,
0647,placeable_item,869,Iron gate,iron-gate,Fancy double doors with a whirling pattern. It would pair nicely with some metal fencing.,Buildings,[],[],,in-collection,,buildings_order,25,,,,,,,,[],[2222],https://pokopiadex.com/images/items/crafting_ui/iron-gate.png,[],https://pokopiadex.com/items/iron-gate,pokopiadex_items_in_collection,0647-iron-gate.png,assets/pokopia_image_sources/item_portraits/0647-iron-gate.png,https://pokopiadex.com/images/items/crafting_ui/iron-gate.png,image/png,160094,eeb0ba8dad7eb5a9e707c52d25bd4e9cc77509ba8fbbafc2015387e7725c031d,ok,
0648,placeable_item,1706,Simple curtain (left),simple-curtain-left,"Plain, simple curtains that work well with any room.",Buildings,[],[],,in-collection,,buildings_order,26,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/simple-curtain-left.png,[],https://pokopiadex.com/items/simple-curtain-left,pokopiadex_items_in_collection,0648-simple-curtain-left.png,assets/pokopia_image_sources/item_portraits/0648-simple-curtain-left.png,https://pokopiadex.com/images/items/crafting_ui/simple-curtain-left.png,image/png,119468,13aa1932d8360d84ff9bc4156a43512246b0beed0a75edf0669d6215e716a43d,ok,
0649,placeable_item,1707,Simple curtain (right),simple-curtain-right,"Plain, simple curtains that work well with any room.",Buildings,[],[],,in-collection,,buildings_order,27,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/simple-curtain-right.png,[],https://pokopiadex.com/items/simple-curtain-right,pokopiadex_items_in_collection,0649-simple-curtain-right.png,assets/pokopia_image_sources/item_portraits/0649-simple-curtain-right.png,https://pokopiadex.com/images/items/crafting_ui/simple-curtain-right.png,image/png,131551,c4efb5737dffa84e534049ee1741d2ce60c7c63117a0298f36aaaea0f02214d0,ok,
0650,placeable_item,49,Hatch window,hatch-window,A window with a heavy hatch that can be opened and closed. It's perfect for houses.,Buildings,[],[],,in-collection,,buildings_order,28,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/hatch-window.png,[],https://pokopiadex.com/items/hatch-window,pokopiadex_items_in_collection,0650-hatch-window.png,assets/pokopia_image_sources/item_portraits/0650-hatch-window.png,https://pokopiadex.com/images/items/crafting_ui/hatch-window.png,image/png,100612,48042adc68db5756c5fd6669c2b67389fc492425a6d34015b4f30a9fd737449d,ok,
0651,placeable_item,646,Underground hatch,underground-hatch,A window with a heavy hatch that opens and closes. Place it on the ground to make an underground door.,Buildings,[],[],,in-collection,,buildings_order,29,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/underground-hatch.png,[],https://pokopiadex.com/items/underground-hatch,pokopiadex_items_in_collection,0651-underground-hatch.png,assets/pokopia_image_sources/item_portraits/0651-underground-hatch.png,https://pokopiadex.com/images/items/crafting_ui/underground-hatch.png,image/png,142542,92a6a2912d46b9e2233ece781ee71a7b79621f96fe8d3758e0a319d8fcfa8173,ok,
0652,placeable_item,1888,Glass window,glass-window,A simple window that fits in any space. Arrange multiple vertically or horizontally-your call.,Buildings,[],[],,in-collection,,buildings_order,30,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/glass-window.png,[],https://pokopiadex.com/items/glass-window,pokopiadex_items_in_collection,0652-glass-window.png,assets/pokopia_image_sources/item_portraits/0652-glass-window.png,https://pokopiadex.com/images/items/item_ui/glass-window.png,image/png,68141,21500db8d53f1098c4ffb94f094eba3884f2b91e5248d5335089d26f422d2d21,ok,
0653,placeable_item,1889,Window pane,window-pane,A framed glass pane. It makes a great window or partition.,Buildings,[],[],,in-collection,,buildings_order,31,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/window-pane.png,[],https://pokopiadex.com/items/window-pane,pokopiadex_items_in_collection,0653-window-pane.png,assets/pokopia_image_sources/item_portraits/0653-window-pane.png,https://pokopiadex.com/images/items/item_ui/window-pane.png,image/png,18864,a6202cce881d493ff8f3471d3214e05d2a4f18b65022c706711a9700c5d1b42c,ok,
0654,placeable_item,1890,Stained-glass window (upper),stained-glass-window-upper,A fancy stained-glass window. It's got a slightly retro vibe.,Buildings,[],[],,in-collection,,buildings_order,32,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/stained-glass-window-upper.png,[],https://pokopiadex.com/items/stained-glass-window-upper,pokopiadex_items_in_collection,0654-stained-glass-window-upper.png,assets/pokopia_image_sources/item_portraits/0654-stained-glass-window-upper.png,https://pokopiadex.com/images/items/item_ui/stained-glass-window-upper.png,image/png,34289,daa90c0a54d84dee0e94eba41fef39b0f51980963811a499f7af002abe968d0c,ok,
0655,placeable_item,1891,Stained-glass window (middle),stained-glass-window-middle,A fancy stained-glass window. It's got a slightly retro vibe.,Buildings,[],[],,in-collection,,buildings_order,33,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/stained-glass-window-middle.png,[],https://pokopiadex.com/items/stained-glass-window-middle,pokopiadex_items_in_collection,0655-stained-glass-window-middle.png,assets/pokopia_image_sources/item_portraits/0655-stained-glass-window-middle.png,https://pokopiadex.com/images/items/item_ui/stained-glass-window-middle.png,image/png,35124,d46a7daa8ee5197563ac1dd0e773607ca7c6cf31e2c09b23b9481bd76164ddc7,ok,
0656,placeable_item,1892,Stained-glass window (lower),stained-glass-window-lower,A fancy stained-glass window. It's got a slightly retro vibe.,Buildings,[],[],,in-collection,,buildings_order,34,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/stained-glass-window-lower.png,[],https://pokopiadex.com/items/stained-glass-window-lower,pokopiadex_items_in_collection,0656-stained-glass-window-lower.png,assets/pokopia_image_sources/item_portraits/0656-stained-glass-window-lower.png,https://pokopiadex.com/images/items/item_ui/stained-glass-window-lower.png,image/png,35636,2231e8c4957c1d4c9c909e9c9338d683286f47315c50e6e7b7a20c247fb898c8,ok,
0657,placeable_item,1162,Sash window,sash-window,A long vertical window with a cute cross trim. Try opening up the bottom half!,Buildings,[],[],,in-collection,,buildings_order,35,,,,,,,,[],[2211],https://pokopiadex.com/images/items/crafting_ui/sash-window.png,[],https://pokopiadex.com/items/sash-window,pokopiadex_items_in_collection,0657-sash-window.png,assets/pokopia_image_sources/item_portraits/0657-sash-window.png,https://pokopiadex.com/images/items/crafting_ui/sash-window.png,image/png,162049,b760963a43f172ed83fdd7fc378092456b1f0694bc8477090b69f717bb2c7c7f,ok,
0658,placeable_item,890,Sloped tiled roof,sloped-tiled-roof,You can arrange these vertically or horizontally to make a roof.,Buildings,[],[],,in-collection,,buildings_order,36,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/sloped-tiled-roof.png,[],https://pokopiadex.com/items/sloped-tiled-roof,pokopiadex_items_in_collection,0658-sloped-tiled-roof.png,assets/pokopia_image_sources/item_portraits/0658-sloped-tiled-roof.png,https://pokopiadex.com/images/items/crafting_ui/sloped-tiled-roof.png,image/png,113898,534bc920338f31ab26c794cc01a7fd7b51d6400c48e993a1b76ade6b3d50c51f,ok,
0659,placeable_item,891,Tiled hipped roof,tiled-hipped-roof,Try using this when you make a roof! It looks like it would fit beautifully along the edges.,Buildings,[],[],,in-collection,,buildings_order,37,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/tiled-hipped-roof.png,[],https://pokopiadex.com/items/tiled-hipped-roof,pokopiadex_items_in_collection,0659-tiled-hipped-roof.png,assets/pokopia_image_sources/item_portraits/0659-tiled-hipped-roof.png,https://pokopiadex.com/images/items/crafting_ui/tiled-hipped-roof.png,image/png,105086,7f8514dc42f46c8f066cd6e7226c496eee302637655bc42ef565d53885e162ce,ok,
0660,placeable_item,893,Tiled roof valley,tiled-roof-valley,"When you're planning out the shape of your roof, putting in some valleys adds a really nice touch.",Buildings,[],[],,in-collection,,buildings_order,38,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/tiled-roof-valley.png,[],https://pokopiadex.com/items/tiled-roof-valley,pokopiadex_items_in_collection,0660-tiled-roof-valley.png,assets/pokopia_image_sources/item_portraits/0660-tiled-roof-valley.png,https://pokopiadex.com/images/items/crafting_ui/tiled-roof-valley.png,image/png,124812,879796c7137b475290e419aacb72b6c2e15b3ece9d4e24a6386de4921f0914c3,ok,
0661,placeable_item,889,Flat tiled roof,flat-tiled-roof,"If you make your roof a little flatter, it'll look nice and stylish!",Buildings,[],[],,in-collection,,buildings_order,39,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/flat-tiled-roof.png,[],https://pokopiadex.com/items/flat-tiled-roof,pokopiadex_items_in_collection,0661-flat-tiled-roof.png,assets/pokopia_image_sources/item_portraits/0661-flat-tiled-roof.png,https://pokopiadex.com/images/items/crafting_ui/flat-tiled-roof.png,image/png,127940,49ce9301d3be98f9e6440271cc4640751140b43928adfeb8bf982937aff682d2,ok,
0662,placeable_item,892,Tiled roof decoration,tiled-roof-decoration,Try putting this on a roof! It looks great whether you install one or a whole bunch!,Buildings,[],[],,in-collection,,buildings_order,40,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/tiled-roof-decoration.png,[],https://pokopiadex.com/items/tiled-roof-decoration,pokopiadex_items_in_collection,0662-tiled-roof-decoration.png,assets/pokopia_image_sources/item_portraits/0662-tiled-roof-decoration.png,https://pokopiadex.com/images/items/crafting_ui/tiled-roof-decoration.png,image/png,122714,83ca8dac9640eca08eed07c75afe467e59b77182944c322da9ea419908cd90a8,ok,
0663,placeable_item,894,Magikarp decoration,magikarp-decoration,This would make a great accent piece in the center of a roof.,Buildings,[],[],,in-collection,,buildings_order,41,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/magikarp-decoration.png,[],https://pokopiadex.com/items/magikarp-decoration,pokopiadex_items_in_collection,0663-magikarp-decoration.png,assets/pokopia_image_sources/item_portraits/0663-magikarp-decoration.png,https://pokopiadex.com/images/items/crafting_ui/magikarp-decoration.png,image/png,144517,c2011d780f426a4a14c40ee5e24ffde0bbcdd3dd7602fff3c4cb3c7576f8b558,ok,
0664,placeable_item,1894,Stone hipped roof,stone-hipped-roof,You can arrange these vertically or horizontally to make a roof.,Buildings,[],[],,in-collection,,buildings_order,42,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-hipped-roof.png,[],https://pokopiadex.com/items/stone-hipped-roof,pokopiadex_items_in_collection,0664-stone-hipped-roof.png,assets/pokopia_image_sources/item_portraits/0664-stone-hipped-roof.png,https://pokopiadex.com/images/items/item_ui/stone-hipped-roof.png,image/png,25698,cbc4f4b2d994616b0999b8b5199385b3ecef46b892051babc2c7641d9c7b756a,ok,
0665,placeable_item,54,Sloped stone roof,sloped-stone-roof,You can arrange these vertically or horizontally to make a roof.,Buildings,[],[],,in-collection,,buildings_order,43,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/sloped-stone-roof.png,[],https://pokopiadex.com/items/sloped-stone-roof,pokopiadex_items_in_collection,0665-sloped-stone-roof.png,assets/pokopia_image_sources/item_portraits/0665-sloped-stone-roof.png,https://pokopiadex.com/images/items/item_ui/sloped-stone-roof.png,image/png,29805,75ae323d26b5e2e8469ee9e0c31b383d3127e9060213cf8292b3c161e99a457b,ok,
0666,placeable_item,1893,Skylight,skylight,Try using this when you make a roof! It looks like it would fit beautifully along the edges.,Buildings,[],[],,in-collection,,buildings_order,44,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/skylight.png,[],https://pokopiadex.com/items/skylight,pokopiadex_items_in_collection,0666-skylight.png,assets/pokopia_image_sources/item_portraits/0666-skylight.png,https://pokopiadex.com/images/items/item_ui/skylight.png,image/png,24439,e69a349d4264831bd0d4fe8a82fb19bd95be5377fbae16077ee903c85dd18ae2,ok,
0667,placeable_item,1895,Stone roof valley,stone-roof-valley,"When you're planning out the shape of your roof, putting in some valleys adds a really nice touch.",Buildings,[],[],,in-collection,,buildings_order,45,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-roof-valley.png,[],https://pokopiadex.com/items/stone-roof-valley,pokopiadex_items_in_collection,0667-stone-roof-valley.png,assets/pokopia_image_sources/item_portraits/0667-stone-roof-valley.png,https://pokopiadex.com/images/items/item_ui/stone-roof-valley.png,image/png,31081,131f1fb88d2ecf95252416f8b253238173f91fd5db592ff37707f4e5d655c1b9,ok,
0668,placeable_item,1896,Flat stone roof,flat-stone-roof,"If you make your roof a little flatter, it'll look nice and stylish.",Buildings,[],[],,in-collection,,buildings_order,46,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/flat-stone-roof.png,[],https://pokopiadex.com/items/flat-stone-roof,pokopiadex_items_in_collection,0668-flat-stone-roof.png,assets/pokopia_image_sources/item_portraits/0668-flat-stone-roof.png,https://pokopiadex.com/images/items/item_ui/flat-stone-roof.png,image/png,24601,c7647e7a82972ab3b1a87e3d3cfa3bd7cb4f1943da200d2b79e40030fe8c8c5a,ok,
0669,placeable_item,1897,Stone roof decoration,stone-roof-decoration,Try putting this on a roof! It looks great whether you install one or a whole bunch.,Buildings,[],[],,in-collection,,buildings_order,47,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-roof-decoration.png,[],https://pokopiadex.com/items/stone-roof-decoration,pokopiadex_items_in_collection,0669-stone-roof-decoration.png,assets/pokopia_image_sources/item_portraits/0669-stone-roof-decoration.png,https://pokopiadex.com/images/items/item_ui/stone-roof-decoration.png,image/png,26415,39e6bd40f63e5a3bf25b9151535d8643c0d7c0b6f695eccc33fcdbb408336704,ok,
0670,placeable_item,1898,Pitched brick roof,pitched-brick-roof,You can arrange these vertically or horizontally to make a roof.,Buildings,[],[],,in-collection,,buildings_order,48,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/pitched-brick-roof.png,[],https://pokopiadex.com/items/pitched-brick-roof,pokopiadex_items_in_collection,0670-pitched-brick-roof.png,assets/pokopia_image_sources/item_portraits/0670-pitched-brick-roof.png,https://pokopiadex.com/images/items/crafting_ui/pitched-brick-roof.png,image/png,113542,201fdc20d9fd26fbed99278ce6d0fa61c2a1f4d960b34f01bd416b9b9460bdf0,ok,
0671,placeable_item,1899,Dormered brick roof,dormered-brick-roof,This would be a great accent piece in the center of a roof.,Buildings,[],[],,in-collection,,buildings_order,49,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/dormered-brick-roof.png,[],https://pokopiadex.com/items/dormered-brick-roof,pokopiadex_items_in_collection,0671-dormered-brick-roof.png,assets/pokopia_image_sources/item_portraits/0671-dormered-brick-roof.png,https://pokopiadex.com/images/items/crafting_ui/dormered-brick-roof.png,image/png,131403,26c17029239b456eed2a61ae1542d1bcdad250c2d6670140835752588bdcc925,ok,
0672,placeable_item,1900,Brick hipped roof,brick-hipped-roof,A piece of brick roofing that juts outward. Looks like it'd work great as an edge piece.,Buildings,[],[],,in-collection,,buildings_order,50,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/brick-hipped-roof.png,[],https://pokopiadex.com/items/brick-hipped-roof,pokopiadex_items_in_collection,0672-brick-hipped-roof.png,assets/pokopia_image_sources/item_portraits/0672-brick-hipped-roof.png,https://pokopiadex.com/images/items/crafting_ui/brick-hipped-roof.png,image/png,111519,418a667446a1bc8cd9224906be4830ffd3e565078933b2f2d0736024848067d6,ok,
0673,placeable_item,1901,Brick roof valley,brick-roof-valley,A piece of brick roofing that recesses inward. Looks like it'd work great as a corner piece.,Buildings,[],[],,in-collection,,buildings_order,51,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/brick-roof-valley.png,[],https://pokopiadex.com/items/brick-roof-valley,pokopiadex_items_in_collection,0673-brick-roof-valley.png,assets/pokopia_image_sources/item_portraits/0673-brick-roof-valley.png,https://pokopiadex.com/images/items/crafting_ui/brick-roof-valley.png,image/png,122712,aecd30d56a3b6b19c519c276d1f91542c7302920bcf46a3398d292667773bc49,ok,
0674,placeable_item,1902,Flat brick roof,flat-brick-roof,"If you make your roof a little flatter, it'll look nice and stylish.",Buildings,[],[],,in-collection,,buildings_order,52,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/flat-brick-roof.png,[],https://pokopiadex.com/items/flat-brick-roof,pokopiadex_items_in_collection,0674-flat-brick-roof.png,assets/pokopia_image_sources/item_portraits/0674-flat-brick-roof.png,https://pokopiadex.com/images/items/crafting_ui/flat-brick-roof.png,image/png,143962,422b6c355535b1502b134beac87a2de6750f2c263cb704956838e19328d796a0,ok,
0675,placeable_item,1903,Brick roof decoration,brick-roof-decoration,Try putting this on a roof! It looks great whether you install one or a whole bunch.,Buildings,[],[],,in-collection,,buildings_order,53,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/brick-roof-decoration.png,[],https://pokopiadex.com/items/brick-roof-decoration,pokopiadex_items_in_collection,0675-brick-roof-decoration.png,assets/pokopia_image_sources/item_portraits/0675-brick-roof-decoration.png,https://pokopiadex.com/images/items/crafting_ui/brick-roof-decoration.png,image/png,132673,247d16cb539249b72cae421c30a3cc82fd3c56260a12eef61de8d05d55141407,ok,
0676,placeable_item,1904,Sloped tent roof,sloped-tent-roof,You can arrange these vertically or horizontally to make a roof.,Buildings,[],[],,in-collection,,buildings_order,54,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/sloped-tent-roof.png,[],https://pokopiadex.com/items/sloped-tent-roof,pokopiadex_items_in_collection,0676-sloped-tent-roof.png,assets/pokopia_image_sources/item_portraits/0676-sloped-tent-roof.png,https://pokopiadex.com/images/items/crafting_ui/sloped-tent-roof.png,image/png,53139,2b76f5278ee2fe75313cf9a680ed1e6be372e1077da174e138778b41e29f2d0c,ok,
0677,placeable_item,1905,Tent hipped roof,tent-hipped-roof,Try using this when you make a roof! It looks like it would fit beautifully along the edges.,Buildings,[],[],,in-collection,,buildings_order,55,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/tent-hipped-roof.png,[],https://pokopiadex.com/items/tent-hipped-roof,pokopiadex_items_in_collection,0677-tent-hipped-roof.png,assets/pokopia_image_sources/item_portraits/0677-tent-hipped-roof.png,https://pokopiadex.com/images/items/crafting_ui/tent-hipped-roof.png,image/png,59316,d37653ad06b03f92c230cfa60ba9af4cdcc03f11ced1047235570263c978fd07,ok,
0678,placeable_item,1906,Tent roof valley,tent-roof-valley,"When you're planning out the shape of your roof, putting in some valleys adds a really nice touch.",Buildings,[],[],,in-collection,,buildings_order,56,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/tent-roof-valley.png,[],https://pokopiadex.com/items/tent-roof-valley,pokopiadex_items_in_collection,0678-tent-roof-valley.png,assets/pokopia_image_sources/item_portraits/0678-tent-roof-valley.png,https://pokopiadex.com/images/items/crafting_ui/tent-roof-valley.png,image/png,73780,ef948db5509f2c999dc0f9531210fe8f8a0ee30e30d7f99b29f98dda1ecba8df,ok,
0679,placeable_item,1907,Flat tent roof,flat-tent-roof,"If you make your roof a little flatter, it'll look nice and stylish.",Buildings,[],[],,in-collection,,buildings_order,57,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/flat-tent-roof.png,[],https://pokopiadex.com/items/flat-tent-roof,pokopiadex_items_in_collection,0679-flat-tent-roof.png,assets/pokopia_image_sources/item_portraits/0679-flat-tent-roof.png,https://pokopiadex.com/images/items/crafting_ui/flat-tent-roof.png,image/png,71767,3569855bbdcad10362ffdeb9a4b39edd0be36e61cea10d5fda18147462773d6e,ok,
0680,placeable_item,680,Glossy awning,glossy-awning,Install a bunch of these along a wall to block out rain and harsh sunlight.,Buildings,[],[],,in-collection,,buildings_order,58,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/glossy-awning.png,[],https://pokopiadex.com/items/glossy-awning,pokopiadex_items_in_collection,0680-glossy-awning.png,assets/pokopia_image_sources/item_portraits/0680-glossy-awning.png,https://pokopiadex.com/images/items/crafting_ui/glossy-awning.png,image/png,85477,27c09471d166b346bb1018ae0f299bd9644a35615aec37926b2d0446404dbabb,ok,
0681,placeable_item,1908,Corrugated metal,corrugated-metal,Align several of these to create a roof that could probably protect against wind and rain.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,59,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/corrugated-metal.png,[],https://pokopiadex.com/items/corrugated-metal,pokopiadex_items_in_collection,0681-corrugated-metal.png,assets/pokopia_image_sources/item_portraits/0681-corrugated-metal.png,https://pokopiadex.com/images/items/item_ui/corrugated-metal.png,image/png,23161,a92c06832971eb01c4dda1ba142eeffc3d3cf3b0c5fd377564e2c74bcadc806e,ok,
0682,placeable_item,1288,Protruding wall,protruding-wall,Lining these up against other walls adds a nice accent to a space.,Buildings,[],[],,in-collection,,buildings_order,60,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/protruding-wall.png,[],https://pokopiadex.com/items/protruding-wall,pokopiadex_items_in_collection,0682-protruding-wall.png,assets/pokopia_image_sources/item_portraits/0682-protruding-wall.png,https://pokopiadex.com/images/items/crafting_ui/protruding-wall.png,image/png,92198,5ead406cd30328094fc56e8a41c42d4c97e1e608fbca6eef5131342ceabcad76,ok,
0683,placeable_item,1909,Curved eave,curved-eave,A simple roof with a curved shape. Seems like it'd look great on large buildings or facilities.,Buildings,[],[],,in-collection,,buildings_order,61,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/curved-eave.png,[],https://pokopiadex.com/items/curved-eave,pokopiadex_items_in_collection,0683-curved-eave.png,assets/pokopia_image_sources/item_portraits/0683-curved-eave.png,https://pokopiadex.com/images/items/item_ui/curved-eave.png,image/png,25165,b620fdb17ea950221870561e6ac59ffa89d5adbd4a2d902efe4e304542956503,ok,
0684,placeable_item,390,Wooden fencing,wooden-fencing,Looks great on its own or arranged in a row.,Buildings,[],[],,in-collection,,buildings_order,62,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-fencing.png,[],https://pokopiadex.com/items/wooden-fencing,pokopiadex_items_in_collection,0684-wooden-fencing.png,assets/pokopia_image_sources/item_portraits/0684-wooden-fencing.png,https://pokopiadex.com/images/items/crafting_ui/wooden-fencing.png,image/png,125168,6edde5e13dca7e58ecc6f3e9375cfd41d74cd9eecc69658972a3a580e9c31af1,ok,
0685,placeable_item,55,Wooden enclosure,wooden-enclosure,"A single post may be thin and flimsy, but these make a splendid fence when lined up together.",Buildings,[],[],,in-collection,,buildings_order,63,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-enclosure.png,[],https://pokopiadex.com/items/wooden-enclosure,pokopiadex_items_in_collection,0685-wooden-enclosure.png,assets/pokopia_image_sources/item_portraits/0685-wooden-enclosure.png,https://pokopiadex.com/images/items/crafting_ui/wooden-enclosure.png,image/png,77218,a68e50438223324dba0e832355d9294de73910ed3e97d2a333d6f03339d50a82,ok,
0686,placeable_item,1910,Iron enclosure,iron-enclosure,"A single post may be thin and flimsy, but these make a splendid fence when lined up together.",Buildings,[],[],,in-collection,,buildings_order,64,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/iron-enclosure.png,[],https://pokopiadex.com/items/iron-enclosure,pokopiadex_items_in_collection,0686-iron-enclosure.png,assets/pokopia_image_sources/item_portraits/0686-iron-enclosure.png,https://pokopiadex.com/images/items/item_ui/iron-enclosure.png,image/png,13798,17e880c4b3014a149d5ecd7b1aa0f806865b0df50f99c6006f70f835cdb729ea,ok,
0687,placeable_item,1911,Metal fencing,metal-fencing,Looks great on its own or arranged in a row.,Buildings,[],[],,in-collection,,buildings_order,65,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/metal-fencing.png,[],https://pokopiadex.com/items/metal-fencing,pokopiadex_items_in_collection,0687-metal-fencing.png,assets/pokopia_image_sources/item_portraits/0687-metal-fencing.png,https://pokopiadex.com/images/items/item_ui/metal-fencing.png,image/png,20900,52f7520c6a161f0e3835331ec15c275537e9a7bb944bfe5577cdb389948e32a4,ok,
0688,placeable_item,1297,Stone fencing,stone-fencing,Looks great on its own or arranged in a row.,Buildings,[],[],,in-collection,,buildings_order,66,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/stone-fencing.png,[],https://pokopiadex.com/items/stone-fencing,pokopiadex_items_in_collection,0688-stone-fencing.png,assets/pokopia_image_sources/item_portraits/0688-stone-fencing.png,https://pokopiadex.com/images/items/crafting_ui/stone-fencing.png,image/png,102368,19e3fab9d0811ed442f6659c8e9a5ce2117e6001b068a19c21a10f6557e1b32f,ok,
0689,placeable_item,1115,Boat railing,boat-railing,Guardrail used on ship decks to keep passengers from falling overboard. They look nice arranged in a row!,Buildings,[],[],,in-collection,,buildings_order,67,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/boat-railing.png,[],https://pokopiadex.com/items/boat-railing,pokopiadex_items_in_collection,0689-boat-railing.png,assets/pokopia_image_sources/item_portraits/0689-boat-railing.png,https://pokopiadex.com/images/items/crafting_ui/boat-railing.png,image/png,116285,85424ea8330782d17a77b03ba7782883828b75eff75c926dc67bd16853ca2a01,ok,
0690,placeable_item,1912,Wooden handrail,wooden-handrail,A wooden handrail that's useful for dividing up space. These look great arranged in a row.,Buildings,[],[],,in-collection,,buildings_order,68,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/wooden-handrail.png,[],https://pokopiadex.com/items/wooden-handrail,pokopiadex_items_in_collection,0690-wooden-handrail.png,assets/pokopia_image_sources/item_portraits/0690-wooden-handrail.png,https://pokopiadex.com/images/items/item_ui/wooden-handrail.png,image/png,25939,c12e25f4695f5bf7bf61d2ca07372fc026f26e1baa2840e8e5d74b700d6fec2b,ok,
