编号	哈希值	中文名	日文名	英文名	图标	分类	标签	获得方式	交易价值	喜欢的类别
417	f65c9059c9318d15e61a917d73279ae9	庆祝之铠	イワイノヨロイ	Auspicious Armor	417	杂货	装饰		1000	豪华的|闪亮亮的|诡异的
418	48ff123feae2f8c8968e4fb902f69174	咒术之铠	ノロイノヨロイ	Malicious Armor	418	杂货	装饰		1000	豪华的|诡异的
419	86008ce08a360d38810673d38e64861d	透明铃铛	とうめいなスズ	Clear Bell	419	杂货	玩具		1000	能出声的|圆圆的|闪亮亮的|诡异的
420	10a5320d4aab3242d2b2d19b55d98da7	海声铃铛	うみなりのスズ	Tidal Bell	420	杂货	玩具		1000	能感受风的|能出声的|圆圆的|诡异的
421	80581ea0db25a85549f194c024fc59f3	船舵	ふねのハンドル	Ship's Wheel	421	杂货	玩具		100	能感受海的|圆圆的
422	a3848c4bb9e303d71d7972fbff5db1a6	谜之石像	なぞのせきぞう	Mysterious statue	422	其他	装饰		1000	奇妙的|石制的|诡异的
423	6305df32047eb17652fbf329fff79b4a	鸭嘴宝宝喷火像	ほのおのブビィぞう	Fiery Magby statue	423	其他	玩具		1000	能感受火的|石制的|诡异的
424	f65d819660f78ffb975d8ebdf752407c	道馆标志雕塑	ジムマークぞう	Gym emblem statue	424	其他	装饰		1000	闪亮亮的|石制的
425	fc5b0f431e09ed110b92d6841be8efeb	太空服	うちゅうふく	Spacesuit	425	其他	玩具		1000	看起来很难懂的|有玻璃的|金属的|闪亮亮的|石制的
426	f38793ab6bd4a99c8d22ce6f7303fc1a	宇宙飞船模型	スペースシャトルのもけい	Model space shuttle	426	其他	玩具		1000	金属的|能感受风的|交通工具|闪亮亮的|石制的
427	4516e5dbe5ded769817585ff15ffbc28	太空船	うちゅうせん	Spaceship	427	其他	玩具		1000	有玻璃的|金属的|交通工具|圆圆的|石制的
428	9962d3ff22b931ee3d11678e7e03a671	挂历	カベかけカレンダー	Wall Calendar	428	杂货	装饰		300	棱角分明的|看起来很难懂的|有文字的|用于观赏的
429	c636e30b3ad2e9469f06e904b831ea46	草环	リース	Wreath	429	杂货	装饰		20	圆圆的|木制的
430	3bd40a4b6602273ee174c07e7ddeabd9	装饰架（书）	かざりだな・ほん	Decorative bookshelf	430	杂货	装饰		200	群聚的|有文字的
431	a97313975ff1d0b6a4e8a3cf05062c82	装饰架（瓶瓶罐罐）	かざりだな・いれもの	Decorative storage shelf	431	杂货	装饰		200	群聚的|石制的|诡异的
432	22d8c1932e6bc815d6f17cabe9247ddf	装饰架（园艺）	かざりだな・えんげい	Decorative plant shelf	432	杂货	装饰		200	群聚的|百花盛开的
433	b4a525d7b1d01cfe838be8bcf57d69e4	古董时钟	アンティークどけい	Antique clock	433	杂货	玩具		200	看起来很难懂的|有玻璃的|豪华的|木制的
434	2098b87e2c17ed7f86b958e28d05f924	树果造型钟	きのみなとけい	Berry clock	434	杂货	玩具		100	可爱的|布制的|很像食物的|能感受自然的|圆圆的|摇摇晃晃的
435	20be765dac0acc231d71b4cfb20c7762	木木枭钟	モクローどけい	Rowlet clock	435	其他	玩具		1000	可爱的|诡异的|用于观赏的
436	f726d42c47de16dbf4099cc1e849208f	条幅	たれまく	Hanging banner	436	杂货	装饰		100	多彩的|布制的
437	9567407288d441202741395962cc3d27	派对墙饰	パーティーのカベかざり	Party bunting	437	杂货	装饰		50	多彩的|布制的
438	c100f24c57452b2a85f90c2236776f8a	草叶墙饰	くさのカベかざり	Vine wall decoration	438	杂货	装饰		20	能感受自然的|细长的
439	fc98b604ad800afc0e5e738a16362b48	树果墙饰	きのみなカベかざり	Berry wall decoration	439	杂货	装饰		400	多彩的|群聚的|很像食物的|能感受自然的|用于观赏的
440	6ced69e94fe46994dfa942d219e0eb67	挂轴	かけじく	Hanging scroll	440	杂货	装饰		200	棱角分明的|有文字的|诡异的
441	3c2aa9ad5f39dc311c756e6004ee41d4	吊扇	てんじょうせんぷうき	Ceiling fan	441	杂货	装饰		400	电力驱动的|能感受风的|旋转的|诡异的|摇摇晃晃的
442	e8b38aa32e088cf844a4e50eefd63264	晴雨飘浮泡泡	てるてるポワルン	Castform weather charm	442	其他	玩具		1000	可爱的|布制的|旋转的|诡异的
443	90e23a698e0739fdb9d3498a63a3162e	伊布玩偶	イーブイにんぎょう	Eevee doll	443	杂货	玩具		1000	可爱的|布制的|柔软的
444	46fa8f90340ea487aaa27c89dad5a7e4	皮卡丘玩偶	ピカチュウにんぎょう	Pikachu doll	444	杂货	玩具		1000	可爱的|布制的|柔软的
445	135254b31aa0c987e13f006c5676b6fd	皮皮玩偶	ピッピにんぎょう	Clefairy doll	445	杂货	玩具		1000	可爱的|布制的|柔软的
446	f0a220bdd20060983b3e3f4f29104f98	风速狗玩偶	ウインディにんぎょう	Arcanine doll	446	杂货	玩具		1000	可爱的|布制的
447	721f25d7854951e0f2c9909c133d676e	快龙玩偶	カイリューにんぎょう	Dragonite doll	447	杂货	玩具		1000	可爱的|布制的|柔软的
448	f5d8311e776707664492233638f78db8	百变怪玩偶	メタモンにんぎょう	Ditto doll	448	杂货	玩具		1000	可爱的|布制的|柔软的
449	e22c5e3a3d4adc5a7c3bf67862becb62	替身玩偶	みがわりにんぎょう	Substitute doll	449	杂货	玩具		1000	可爱的|布制的|柔软的
450	62b0069cbda13665e28ae87d691dfb89	脏脏的信	よごれたてがみ	Grubby letter	450	杂货	玩具		10	看起来很难懂的|垃圾|有文字的
451	9def77d4ffecb7c10c71599bd59e1e74	脏脏的笔记本	よごれたメモちょう	Grubby notepad	451	杂货	玩具		10	看起来很难懂的|垃圾|有文字的
452	4ab53117fff18f1cdddc10f73e4befb9	脏脏的书	よごれたノート	Grubby book	452	杂货	玩具		10	看起来很难懂的|垃圾|有文字的
453	c8e96d60d061d1a66ecd0a42cbf0ae3f	脏脏的论文	よごれたろんぶん	Grubby papers	453	杂货	玩具		10	看起来很难懂的|垃圾|有文字的
454	24b106fa51ed23de3abd4abb3051104b	脏脏的报纸	よごれたしんぶん	Grubby newspaper	454	杂货	玩具		10	看起来很难懂的|垃圾|有文字的|用于观赏的
455	62efa3bac83a0e2a94db4ceb839bf34f	脏脏的平板电脑	よごれたタブレット	Grubby tablet	455	杂货	玩具		10	垃圾
456	431153b30d0333ae7a80689d2a8ea1d3	脏脏的手机	よごれたけいたいでんわ	Grubby cell phone	456	杂货	玩具		10	垃圾
457	e175406dcf82ca9797350eddbe5b32e2	火堆	たきび	Campfire	457	室外	休闲		100	大家一起用的|能感受火的|石制的
458	63c048736eec249d10da1ad5b0d5888f	火炬	たいまつ	Torch	458	室外	休闲		100	能感受火的
459	370dbab291dcbad8612f37d22a14819c	细长蜡烛	ほそながキャンドル	Slender candle	459	室外	装饰		100	能感受火的|细长的|奇妙的|石制的
460	917e8f46b1d9ad8899031f595ae6daf1	诡异的蜡烛	あやしいキャンドル	Eerie candle	460	其他	装饰		1000	可爱的|能感受火的|奇妙的|石制的
461	411de1c94d17da82614a8773d42863bf	壁挂火炬	かべかけたいまつ	Wall torch	461	室外	装饰		100	能感受火的|石制的
462	f4fc55c50d9cb58c768b774f677a7066	篝火	かがりび	Firepit	462	室外	装饰		200	大家一起用的|能感受火的|圆圆的|石制的
463	0ce1aa7922bf04b34f9584ed62f55c9f	营火	キャンプファイヤー	Bonfire	463	室外	装饰		300	大家一起用的|能感受火的|用于观赏的
464	839b4a83319c8192707c8f95c5508e91	沙池	すなば	Sandbox	464	室外	玩具		100	棱角分明的|大家一起用的|能感受土的|游乐区
465	a60880a8448098706003888a1220bdd0	跳轮胎	とびこえタイヤ	Tire toy	465	室外	玩具		300	大家一起用的|游乐区|圆圆的|摇摇晃晃的
466	cd6dcce633812fdbabaeb6c0e5403e37	水泥管	どかん	Concrete pipe	466	室外	装饰		200	圆圆的|石制的
467	873166faffabb9ee92b0b5e0ea6597c3	沙袋	サンドバッグ	Punching bag	467	室外	玩具		200	训练用的|布制的|能感受土的|摇摇晃晃的
468	c00469947042ed9084a062a8e527d03d	滑梯	すべりだい	Slide	468	室外	玩具		300	大家一起用的|游乐区|木制的
469	f8500c706d8849d8a8578b61f2a63303	自动售货机	じどうはんばいき	Vending machine	469	室外	玩具		200	棱角分明的|有玻璃的|大家一起用的|金属的|尖尖的
470	9f182390a0871a2df8abbafed37d4755	壁挂花	かべかけフラワー	Wall-mounted flowers	470	室外	装饰		100	多彩的|百花盛开的
471	29de3cb2ab153dc44490512fc1140282	吉利蛋植栽	ラッキーのうえ木	Chansey plant	471	室外	装饰		500	棱角分明的|可爱的|豪华的|百花盛开的|圆圆的
472	e9f77335da035014fb6327231030049e	庭园摆饰	ガーデンオーナメント	Garden ornament	472	其他	装饰		1000	群聚的|石制的
473	b73c6e34a130cf974cb45cfd0aa921a2	自行车	じてんしゃ	Bike	473	其他	玩具		1000	看起来很难懂的|训练用的|金属的|交通工具|诡异的
474	d38f7364913dd1bddf401cfe288c2f9f	种植槽	プランター	Planter	474	室外			10	
475	e705141a2e2a5c352f3c14718dfa50af	庭园盆花	ガーデンフラワー	Garden flowers	475	室外	装饰		300	多彩的|百花盛开的
476	9840e051da92f222a622cba242f85ccd	平板货车	にぐるま	Cart	476	室外			100	
477	cb55747bec789773451f4cb7529994d2	木制栖杠	とまり木	Perch	477	室外	休闲		100	
478	4984504a37a72e3259e8d2ec9c61d623	木巢箱	木のすばこ	Wooden birdhouse	478	室外	装饰		100	容器|细长的
479	4a19c55a693234fef4b66b38f89c57cd	信箱	ゆうびんばこ	Mailbox	479	室外	装饰		200	容器|金属的
480	b74a20eb6784f71bc84d79c1fb710d33	风向标	かざみどり	Weather vane	480	室外	玩具		500	金属的|能感受风的|旋转的
481	35999707fe622511730b0d29f74741ce	墓碑	はかいし	Gravestone	481	室外	装饰		100	有文字的|奇妙的|诡异的
482	7d0049959461405d25e45fde756ceb06	画布（崭新）	キャンバス・まっさら	Blank canvas	482	室外	装饰		200	布制的|用于观赏的
483	06a2cfec91e14c0ff58fe4d0e6031d66	画布（风景画）	キャンバス・ふうけいが	Painting (landscape)	483	室外	装饰		200	多彩的|布制的|用于观赏的
484	4d3ae068f9263875b2efb288079fcdf6	画布（肖像画）	キャンバス・しょうぞうが	Painting (portrait)	484	室外	装饰		200	多彩的|布制的|用于观赏的
485	d454548450546ff94e84c3bb8dd38420	画布（静物画）	キャンバス・せいぶつが	Painting (still life)	485	室外	装饰		200	多彩的|布制的|用于观赏的
486	e9c3aa83ba38d9a26f11ea78748d892a	发射筒	うちあげづつ	Cannon	486	室外	玩具		200	金属的|诡异的
487	4d44cc9756ac5b46f3211dfdfc7f30f3	钟	かね	Bell	487	室外	玩具		200	金属的|闪亮亮的|诡异的|摇摇晃晃的
488	479aa686eb31401939da50617dd5344c	舞台	ステージだい	Small stage	488	室外	玩具		200	大家一起用的|金属的|游乐区|圆圆的|旋转的|诡异的
489	9720f2d7766622fc836b22bff1bca919	出水口	ゆぐち	Hot-spring spout	489	室外			300	
490	10a4d83f32bc0d32160b8fed4ff156a5	水盆	みずおけ	Water basin	490	室外	装饰		100	整洁的|多彩的|能感受水的|圆圆的|木制的
491	9f2c111adef8d93d2b6699e79482a1db	独木舟	カヌー	Canoe	491	室外	玩具		200	大家一起用的|圆圆的
492	86ab827d93f59651cf2077a3de9a69a5	充气船	ビニールボート	Inflatable boat	492	室外	休闲		300	棱角分明的|大家一起用的|能感受水的|摇摇晃晃的
493	8edcc34e3a49a00cd8addd40992d8e24	沙滩遮阳伞	ビーチパラソル	Beach parasol	493	室外	休闲		100	布制的|能感受水的|能感受海的
494	bca88b9eb2a35c105c0478b9b187b044	墨海马喷泉	タッツーふんすい	Horsea fountain	494	其他	玩具		1000	能感受水的|能感受海的|石制的|诡异的
495	acf328bfcccbead80b43d2c6aeff7a5d	钓竿	つりざお	Fishing rod	495	其他	玩具		1000	金属的|能感受海的|细长的|摇摇晃晃的
496	0756eef78f6fad39e654b0c3c7ec4c81	箭头指示牌	やじるしかんばん	Arrow sign	496	室外	装饰			
497	b304f9a238a030c38f031b2bbd6b147f	菜单立牌	メニューボード	Menu board	497	室外	装饰		100	棱角分明的|看起来很难懂的|有文字的|木制的
498	98dfafc4a9c03bcf02dca9f8b6504f5f	牌子	かんばん	Sign	498	室外	装饰		100	有文字的|象征的|木制的
499	01820770251371521fc7e021037c1a47	立牌	スタンドかんばん	Signpost	499	室外	装饰		200	看起来很难懂的|有文字的|金属的|闪亮亮的|石制的|象征的
500	d0b5ed60ecf2ffaa1482a659773a9988	告示牌	あんないけいじばん	Information board	500	室外	装饰		200	看起来很难懂的|有文字的|金属的|闪亮亮的|石制的|象征的
501	43563c211afd461512d8e240ed1a3ec3	雷丘招牌	ライチュウかんばん	Raichu sign	501	其他	装饰		1000	多彩的|有玻璃的|有文字的
502	f5ec8c80afc9fc4c39579a440b1a9a6c	露脸立牌	かおだしパネル	Photo cutout board	502	其他	玩具		1000	多彩的|可爱的|群聚的|大家一起用的|用于观赏的
503	354fdab44b0ffc03ac7844ab01b6abec	破旧的木箱	ボロい木ばこ	Worn wooden crate	503	室外	装饰		10	棱角分明的|容器|木制的
504	9e5bba4683d7c026bc04c07b46474944	木箱	木ばこ	Wooden crate	504	室外	装饰		100	棱角分明的|容器|木制的
505	6e51ab273fa182084b50f9b0f5cc9bab	木桶	たる	Barrel	505	室外	装饰		100	容器|金属的|圆圆的|木制的
506	d5359c179fd5a7ee5e58baf49f67ba1b	垃圾袋	ゴミぶくろ	Garbage bags	506	室外	装饰		10	垃圾|群聚的
507	7b2d75651a974d580e02d047eb811bcf	垃圾桶	ゴミばこ	Garbage bin	507	室外	装饰		200	容器|垃圾|金属的
508	ae1fb1e4b3010ffa24cc331084044387	空罐回收箱	あきカンいれ	Recycling bin	508	室外	装饰		200	容器|垃圾|金属的
509	51f89e02165c978417e37b8e3a3bce0e	脏脏的布	よごれたぬの	Grubby rags	509	室外				
510	2f446e0bedfe210cf7bd589e73afea18	不可燃垃圾【户外】	もえないゴミ（おくがい）	Nonburnable garbage (outdoor)	510	室外				垃圾
511	71ff4f7bb04354a596e4ba2aa55860f6	可连结式三角锥	ポールさんかくコーン	Traffic cone	511	室外			300	
512	f4bf9252bd05f8d37094791a28291e5c	井盖	マンホール	Sewer-hole cover	512	室外			200	
513	37dc9bf56cdf76ac2a83d8ce18721bc1	消防栓	しょうかせん	Fire hydrant	513	室外	装饰		200	能感受水的|金属的|闪亮亮的
514	04a4febcf037aadf052799569d1ded74	沙包	どのう	Sandbags	514	室外	装饰		100	建设|布制的|群聚的|能感受土的
515	228f5e837289215ebddba6648b09c389	掘山道具	やまほりどうぐ	Excavation tools	515	室外	玩具		200	金属的|诡异的
516	bcb8b2b1027678449bad629004a5f979	轮胎	タイヤ	Tires	516	室外	玩具		300	群聚的|圆圆的|摇摇晃晃的
517	764b48f50a2ba344d23d33db791f29e4	金属桶	ドラムかん	Metal drum	517	室外	装饰		200	建设|容器|金属的|圆圆的
518	3edb37765448c77070d4fe81a54e94c6	工具套组	こうぐセット	Construction supplies	518	室外	装饰		200	建设|容器|群聚的|大家一起用的|金属的|圆圆的
519	c5ec1633d684fb3c503c72ebc9ca72cd	铁管堆	こんもりてつパイプ	Iron pipes	519	室外	装饰		200	建设|群聚的|金属的
520	10deb425f03b8e158c5657cb3aea3041	手推车	ておしぐるま	Wheelbarrow	520	室外	装饰		200	建设|容器|能感受土的|金属的
521	bab34edeac17ae97419228b0f989e0af	大排风扇	おおきなかんきせん	Large ventilation fan	521	室外	装饰		400	棱角分明的|金属的|能感受风的|旋转的|诡异的
522	8530c6cd12c5cec036edfbe713b8d881	炽热岩石	あついいわ	Heat Rock	522	室外			500	
523	a154e7770a23629ef85aea8542301565	潮湿岩石	つめたいいわ	Icy Rock	523	室外			500	
524	34acda95ba5ba4b3616c16296d180539	沙沙岩石	さらさらいわ	Smooth Rock	524	室外			500	
525	d71e83fcd4f0f407427982faeb458359	冰冷岩石	しめったいわ	Damp Rock	525	室外			500	
526	daa52f2999029fbed3a5f1e284027abd	百变怪的旗子	メタモンのはた	Ditto Flag	526	实用			10	石制的
527	1bb3393452b2ff9675f77b3fafd4d2c3	工作台	クラフトだい	Workbench	527	实用			100	
528	495f0f29832b66040baf19568adf7dde	大家的盒子	みんなのボックス	Community Box	528	实用			100	
529	c8d202ee43aa18ee0ff0c69b19131719	装饰框	がくぶち	Frame	529	实用	装饰		100	棱角分明的|容器|有文字的|用于观赏的|木制的
530	4048fab143ca20a34b2b816d7504dd6e	砧板	まないた	Cutting board	530	实用			200	木制的
531	d802e5d926183cd8d9a5c8269504d7cf	平底锅	フライパン	Frying pan	531	实用			200	
532	e80b2d2747380281da892210d00b78d7	时髦的平底锅	オシャレなフライパン	Stylish frying pan	532	实用			300	
533	9cc8e3c6cc8d9c386347bf5a237969ee	锅子	なべ	Cooking pot	533	实用			200	
534	fb93d1c5c98f021dad9675d27c1b3296	时髦锅	オシャレななべ	Stylish cooking pot	534	实用			300	
535	f3652a0fe2463c6ebf3fdc8fc19b2a83	面包窑	パンがま	Bread oven	535	实用			200	
536	1b4cda1268af55a1993018ca0dc13fcd	熔炉	ようこうろ	Smelting furnace	536	实用			200	能感受火的
537	8490188f1f1cff3797922f3edcbf3970	金属熔炉	メタルなようこうろ	Metallic smelting furnace	537	实用			300	能感受火的
538	8292c638180fe9c2854ef49df48d8789	混凝土搅拌机	コンクリートミキサー	Concrete mixer	538	实用			300	
539	e7eb024de7b04978b908f14872713e76	铁轨	せんろ	Railway track	539	实用			10	
540	2843060a73fe27e117a254e8f84048a0	道闸	しゃだんき	Crossing gate	540	实用			50	
541	623426810f7220a35bb833e376f5933c	采矿车	トロッコ	Handcar	541	实用			100	交通工具
542	4370b8a06ea63c7497ad5eaba0805f56	电梯搭乘处	エレベーターのりば	Elevator platform	542	实用			500	
543	43ed74f5338f888df66bda8d31134f1d	缆车搭乘处	リフトのりば	Lift platform	543	实用			500	
544	8f7c9cab2388018a9fc25a4db4585b28	收银机	レジ	Cash register	544	实用			200	看起来很难懂的|容器|金属的|诡异的
545	c9904d750b8bdf9a86c05d8bd0928e41	洒水器	スプリンクラー	Sprinkler	545	实用	玩具		300	能感受水的|金属的|石制的|诡异的
546	8371c2dc1c41bacec69ade936adec682	迷你水门	ミニすいもん	Mini floodgate	546	实用			200	
547	7ebaec5e58188f08c721c26adb769cbd	电线杆	でんちゅう	Utility pole	547	实用			200	电力驱动的
548	61d20b0c1512bcbed67449ca136e9f61	切换式无限输电箱	きりかえむせんそうでんき	Wireless power-transmitter switch	548	实用			500	电力驱动的
549	b080c9a4f1fc909bf00f540edaeaa2b4	无限输电箱	むせんそうでんき	Wireless power transmitter	549	实用			500	电力驱动的
550	1fa861627c8465ce61c095cccfef3908	迷你发电机	ミニはつでんマシン	Mini generator	550	实用	装饰		500	棱角分明的|看起来很难懂的|电力驱动的|金属的|闪亮亮的|诡异的
551	e435b3d41e462a6238aee878d9b61e5a	贴地开关	ゆかつきスイッチ	Floor switch	551	实用			500	电力驱动的
552	54fe1e871e9a3b6bc9d151c3c22d5f6e	贴墻开关	カベつきスイッチ	Wall switch	552	实用			500	电力驱动的
553	a1d3f7b6675762e9b6ad57083d89fb72	读卡机	カードリーダー	Card reader	553	实用	装饰		300	看起来很难懂的|电力驱动的|有玻璃的|金属的|诡异的
554	7a0b51b85b07fae666687365a9213660	感应器	センサー	Laser sensor	554	实用			500	电力驱动的
555	2fe4dd729e95218b6b359cad408a9b77	守护摄像头	みまもりカメラ	Security camera	555	实用				电力驱动的
556	6d4f74c8d66f2c3c037f2b7a3d0545de	蘑菇路灯	キノコのがいとう	Mushroom streetlight	556	实用	装饰		100	闪亮亮的|细长的|奇妙的
557	d4bf9fe6352f0f950917d497bd5a89d3	城镇路灯	まちのがいとう	Town streetlight	557	实用	装饰		200	电力驱动的|有玻璃的|金属的|细长的
558	2b86effcd5e9846347268cc335311556	港口路灯	ミナトのがいとう	Harbor streetlight	558	实用	装饰		200	电力驱动的|有玻璃的|金属的|能感受海的|细长的
559	6b0f06bb0c11c6d1a161a8ada5257cdf	雅致路灯	シックながいとう	Chic streetlight	559	实用	装饰		200	电力驱动的|有玻璃的|金属的|闪亮亮的|细长的
560	1e34d47acd2582bee1b65520dddd619d	双臂路灯	ふたまたがいとう	Double streetlight	560	实用	装饰		200	电力驱动的|有玻璃的|金属的|细长的
561	f30c3f5218a3103b5210f391c5f6dcf2	蘑菇台灯	キノコのランプ	Mushroom lamp	561	实用	装饰		100	电力驱动的|木制的
562	daf192a01d5fcac7b14dffcb0ef77040	自然风台灯	ナチュラルなランプ	Plain lamp	562	实用	装饰		200	电力驱动的|布制的|有玻璃的
563	4d3aa4d4f5efda40cd48b221478ab770	桌灯	デスクライト	Desk light	563	实用	装饰		300	电力驱动的|有玻璃的|金属的|细长的
564	d68a042a880879e4dfa87430b7ce77ef	精灵球灯	モンスターボールライト	Poké Ball light	564	实用	装饰		400	多彩的|电力驱动的|有玻璃的|豪华的|金属的
565	91ce8fd83805e2388929cce6654b6be3	树果桌灯	きのみなテーブルランプ	Berry table lamp	565	实用	装饰		400	可爱的|电力驱动的|有玻璃的|很像食物的|能感受自然的
566	115cd16a8708391cbd2f8189695fbfc1	可爱的灯	キュートランプ	Cute lamp	566	实用	装饰		400	可爱的|电力驱动的|有玻璃的
567	d6381f894171633a93acf361498b0c7f	精灵球台灯	モンスターボールランプ	Poké Ball lamp	567	实用	装饰		500	电力驱动的|有玻璃的|豪华的|圆圆的|诡异的
568	28255efc2239a26c8d931eee45cf6e08	星球模型	わくせいのもけい	Model planet	568	实用	玩具		400	多彩的|可爱的|电力驱动的|金属的|圆圆的|旋转的
569	24dc2973a9886fe19e24f5381bdb6603	流星台灯（红）	ながれぼしランプ・あかいろ	Red meteor lamp	569	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
570	2c2166a630e9fed75f6e75e382801b27	流星台灯（橙）	ながれぼしランプ・だいだい	Orange meteor lamp	570	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
571	273fdc860f61330dee1b0de37ea182d9	流星台灯（黄）	ながれぼしランプ・きいろ	Yellow meteor lamp	571	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
572	7f736431e02dafaf54b73f87ef6529af	流星台灯（绿）	ながれぼしランプ・みどり	Green meteor lamp	572	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
573	4c577b499c8f7c6932bf9f5f16f993de	流星台灯（浅蓝）	ながれぼしランプ・みずいろ	Blue meteor lamp	573	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
574	6b33d87cb75c8b0d546c7b4212a1889d	流星台灯（蓝）	ながれぼしランプ・あおいろ	Indigo meteor lamp	574	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
575	5a6eb041424c511ffd9dafafe98f43dd	流星台灯（紫）	ながれぼしランプ・むらさき	Violet meteor lamp	575	其他	装饰		1000	可爱的|电力驱动的|有玻璃的|闪亮亮的
576	eba5af691e65806992b1d31a9d5729d4	豪华立灯	ゴージャスなランプ	Luxury lamp	576	实用	装饰		400	可爱的|电力驱动的|布制的|有玻璃的|豪华的|细长的
577	2e280d56cfcc041db065a22511cb48c4	庭园灯	ガーデンライト	Garden light	577	实用	装饰		300	电力驱动的|有玻璃的|金属的
578	ea211441eb37221acc98130bc6790eed	提灯	ランタン	Lantern	578	实用	装饰		200	电力驱动的|有玻璃的|金属的
579	789adaece4ac0440421b4c7f12ce7908	橡实果壁灯	タネボーランプ	Seedot Lamp	579	其他	装饰		1000	电力驱动的|有玻璃的|能感受自然的|圆圆的
580	d7cf0c2d90ced7251d317031019d5789	镜面球	ミラーボール	Mirror ball	580	实用	装饰		200	电力驱动的|有玻璃的|金属的|圆圆的|闪亮亮的
581	2039d135decee04b3758efd3c15d9caf	壁灯	ウォールライト	Wall light	581	实用	装饰		300	棱角分明的|电力驱动的|有玻璃的
582	59ba65a222ef0d7a5573277711eb415c	贝壳壁灯	かいがらランプ	Shell lamp	582	实用	装饰		200	可爱的|电力驱动的|有玻璃的|能感受海的
583	a190ec360ea5900fb0d6956e941a5ac3	荧光灯	けいこうとう	Fluorescent light	583	实用	装饰		300	电力驱动的|有玻璃的|闪亮亮的|细长的
584	2ecefd45ada4ea15b0b664f27199c69d	电竞灯	ゲーミングライト	Gaming light	584	实用	装饰		400	多彩的|电力驱动的|群聚的|有玻璃的
585	043556742f02a3ea3a435413699acddb	度假风灯	リゾートなライト	Resort light	585	实用	装饰		300	电力驱动的|金属的|能感受海的|摇摇晃晃的
586	2fae5e768bdec13ab4334302aefb11f0	装饰灯	イルミネーションライト	String lights	586	实用	装饰		100	电力驱动的|群聚的|有玻璃的
587	2e1855ea22094bf7b5b4988acc190adb	新潮吊灯	ポップなランプ	Pop art lamp	587	实用	装饰		300	电力驱动的|有玻璃的
588	914808dd8ec58c10dae5e1bd35584e8a	树果吊灯	きのみなつりさげランプ	Berry hanging lamp	588	实用	装饰		400	可爱的|电力驱动的|有玻璃的|很像食物的|能感受自然的|细长的
589	14cdf85f3e5ef1ae087ff0df317ac3bc	嵌灯	グランドライト	Surface light	589	实用	装饰		200	电力驱动的|有玻璃的|圆圆的
590	6a4e79214cfc7578d7b2fb89df7d0853	聚光灯	スポットライト	Spotlight	590	实用	装饰		200	电力驱动的|有玻璃的|金属的
591	9900b56002aa75c1e11bf767bbc62bb5	古董吊灯	アンティークシャンデリア	Antique chandelier	591	实用	装饰		200	电力驱动的|有玻璃的|豪华的|金属的
592	31e206be04fe7ac161e23a2aa83c7363	音符垫（低音Do）	おんぷマット・ド	Music mat (low do)	592	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
593	b81db5f6fef6873f041bd55b4c8d6395	音符垫（Re）	おんぷマット・レ	Music mat (Re)	593	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
594	0bf43e22206b7ced55ee6bad94c9af55	音符垫（Mi）	おんぷマット・ミ	Music mat (Mi)	594	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
595	bb56a7423122ad2c5f9c26b6fe779ddd	音符垫（Fa）	おんぷマット・ファ	Music mat (Fa)	595	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
596	3e565af1d424547143488a1c3d505bec	音符垫（Sol）	おんぷマット・ソ	Music mat (Sol)	596	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
597	fca3be9e7ce536c7381c39d5d020f7d2	音符垫（La）	おんぷマット・ラ	Music mat (La)	597	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
598	90b1c7b21c732211622373ec9c4264e9	音符垫（Si）	おんぷマット・シ	Music mat (Ti)	598	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
599	3f60ef0f039a324bbaa084e11f17a2b6	音符垫（高音Do）	おんぷマット・たかいド	Music mat (High do)	599	实用	玩具		300	能出声的|游乐区|闪亮亮的|诡异的
600	3223027f2dc9086b2492026ec8168d5e	木楼梯	木の階段	Wooden steps	600	建筑	道路		20	
601	c769952f5d4e3da4097c7b9c93e6059e	时髦楼梯	おしゃれ階段	Stylish steps	601	建筑	道路		100	
602	da14d3407975cf0de8475df8fca07408	石头楼梯	石の階段	Stone steps	602	建筑	道路		100	坚硬的|石制的
603	8d70482480de5601043da623e783f9ac	混凝土楼梯	コンクリートの階段	Concrete steps	603	建筑	道路		300	
604	b28f21f5e523dd6232e7534429601ce4	砖块楼梯	レンガの階段	Brick steps	604	建筑	道路		50	
605	f5a8d0c57590cce49ac41fb39d594122	铁楼梯	鉄の階段	Iron steps	605	建筑	道路		50	金属的
606	de3165feaeb4c4d15f1d753f5e0b2b3b	木梯子	木のはしご	Wooden ladder	606	建筑			10	
